종목코드,종목명,대분류,중분류,소분류
023590,다우기술,IT 서비스,IT서비스,인터넷서비스
023600,삼보판지,제조,종이·목재,종이/포장
023760,한국캐피탈,금융,금융,기타 금융
023770,플레이위드,서비스,IT서비스,소프트웨어
023790,동일스틸럭스,제조,금속,철강
023800,인지컨트롤스,제조,운송장비·부품,자동차부품
023810,인팩,제조,운송장비·부품,자동차부품
023900,풍국주정,제조,음식료·담배,음식료
023910,대한약품,제조,제약,제약
023960,에쓰씨엔지니어링,건설,건설,건설
024060,흥구석유,유통,유통,기타 전문 도매
024070,WISCOM,제조,화학,플라스틱제품
024090,디씨엠,제조,금속,철강
024110,기업은행,금융,금융,은행
024120,KB오토시스,제조,운송장비·부품,자동차부품
024720,콜마홀딩스,금융,금융,기타 금융
024740,한일단조,제조,운송장비·부품,자동차부품
024800,유성티엔에스,운송·창고,운송·창고,육상 여객 운송
024830,세원물산,제조,운송장비·부품,자동차부품
024840,KBI메탈,제조,금속,비철금속
024850,HLB이노베이션,제조,전기·전자,전자부품
024880,케이피에프,제조,금속,금속가공
024890,대원화성,제조,화학,플라스틱제품
024900,디와이덕양,제조,운송장비·부품,자동차부품
024910,경창산업,제조,운송장비·부품,자동차부품
024940,PN풍년,유통,유통,생활용품 도매
024950,삼천리자전거,유통,유통,생활용품 도매
025000,KPX케미칼,제조,화학,화학
025320,시노펙스,제조,전기·전자,전자부품
025440,DH오토웨어,제조,전기·전자,디스플레이
025530,SJM홀딩스,유통,유통,자동차 부품 및 내장품 판매
025540,한국단자,제조,전기·전자,조선
025550,한국선재,제조,금속,철강
025560,미래산업,제조,의료·정밀기기,전자부품
025620,차AI헬스케어,제조,화학,화장품
025750,한솔홈데코,제조,종이·목재,제재 및 목재 가공
025770,한국정보통신,기타,기타,전기 통신
025820,이구산업,제조,금속,비철금속
025860,남해화학,제조,화학,에너지/화학
025870,신라에스지,유통,음식료·담배,음식료
025880,케이씨피드,제조,음식료·담배,동물용 사료 및 조제식품
025890,한국주강,제조,기계·장비,특수 목적용 기계
025900,동화기업,제조,종이·목재,나무제품
025950,동신건설,건설,건설,건설
025980,아난티,일반서비스,서비스,호텔/레저
026040,제이에스티나,제조,기타제조,귀금속 및 장신용품
026150,특수건설,건설,건설,건설
026890,스틱인베스트먼트,금융,금융,신탁 및 집합투자
026910,광진실업,제조,금속,철강
026940,부국철강,제조,금속,철강
026960,동서,유통,음식료·담배,음식료
027040,서울전자통신,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
027050,코리아나,제조,화학,화장품
027360,아주IB투자,금융,금융,기타 금융
027410,BGF,금융,금융,기타 금융
027580,상보,제조,화학,플라스틱제품
027710,팜스토리,제조,음식료·담배,동물용 사료 및 조제식품
027740,마니커,제조,음식료·담배,"도축, 육류 가공 및 저장 처리"
027830,대성창투,금융,금융,신탁 및 집합투자
027970,한국제지,제조,종이·목재,종이/포장
028050,삼성E&A,일반서비스,건설,건설
028080,휴맥스홀딩스,서비스,IT서비스,소프트웨어
028100,동아지질,건설,건설,기반조성 및 시설물 축조관련 전문공사
028260,삼성물산,유통,유통,기타 전문 도매
02826K,삼성물산우B,유통,유통,유통
028300,HLB,제조,제약,의료기기
028670,팬오션,운송·창고,운송·창고,해운
029460,케이씨,제조,의료·정밀기기,반도체
029480,광무,제조,전기·전자,통신장비
029530,신도리코,제조,전기·전자,컴퓨터 및 주변장치
029780,삼성카드,금융,금융,기타 금융
030000,제일기획,일반서비스,미디어/엔터,광고/마케팅
030190,NICE평가정보,IT 서비스,IT 서비스,기타 정보 서비스
030200,KT,통신,통신,미디어/통신
030210,다올투자증권,금융,증권,증권
030350,드래곤플라이,서비스,IT서비스,소프트웨어
030520,한글과컴퓨터,서비스,IT서비스,소프트웨어
030530,원익홀딩스,제조,화학,화학
030610,교보증권,금융,증권,증권
030720,동원수산,기타,기타,어로 어
030960,양지사,제조,출판·매체복제,인쇄 및 인쇄관련 산
031210,서울보증보험,금융,보험,보험
031310,아이즈비전,기타,기타,전기 통신
031330,에스에이엠티,유통,전기·전자,반도체
031430,신세계인터내셔날,유통,섬유·의류,섬유/의류
031440,신세계푸드,일반서비스,일반서비스,음식점
031510,오스템,제조,운송장비·부품,자동차부품
031820,아이티센씨티에스,IT 서비스,IT서비스,소프트웨어
031860,디에이치엑스컴퍼니,유통,유통,상품 종합 도매
031980,피에스케이홀딩스,제조,기계·장비,반도체
032080,아즈텍WB,제조,섬유·의류,섬유/의류
032190,다우데이타,유통,유통,기계장비 및 관련 물품 도매
032280,삼일,운송·창고,운송·창고,도로 화물 운송
032300,한국파마,제조,제약,제약
032350,롯데관광개발,일반서비스,서비스,여행
032500,케이엠더블유,제조,전기·전자,통신장비
032540,TJ미디어,제조,전기·전자,가전/전자제품
032560,황금에스티,제조,금속,비철금속
032580,피델릭스,제조,전기·전자,반도체
032620,유비케어,서비스,IT서비스,소프트웨어
032640,LG유플러스,통신,통신,미디어/통신
032680,소프트센,기타,기타,기타 정보 서비스
032750,삼진,제조,전기·전자,통신장비
032790,엠젠솔루션,유통,전기·전자,통신장비
032800,판타지오,오락·문화,오락·문화,창작 및 예술관련 서비스
032820,우리기술,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
032830,삼성생명,금융,보험,보험
032850,비트컴퓨터,서비스,IT서비스,소프트웨어
032860,더라미,일반서비스,생활소비재,화장품
032940,원익,유통,건강관리,의료기기
032960,동일기연,제조,전기·전자,전자부품
032980,바이온,유통,음식료·담배,음식료
033050,제이엠아이,제조,화학,기타 화학제품
033100,제룡전기,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
033130,디지틀조선,서비스,IT서비스,인터넷서비스
033160,엠케이전자,제조,전기·전자,전자부품
033170,시그네틱스,제조,전기·전자,반도체
033200,모아텍,제조,전기·전자,전자부품
033230,인성정보,서비스,IT서비스,소프트웨어
033240,자화전자,제조,전기·전자,전자부품
033250,체시스,제조,운송장비·부품,자동차부품
033270,유나이티드제약,제조,제약,제약
033290,로젠,유통,섬유·의류,섬유/의류
033310,엠투엔,제조,전기·전자,전자부품
033320,제이씨현시스템,유통,유통,기계장비 및 관련 물품 도매
033340,좋은사람들,제조,섬유·의류,섬유/의류
033500,동성화인텍,제조,화학,화학
033530,SJG세종,제조,운송장비·부품,자동차부품
033540,파라텍,제조,기계·장비,특수 목적용 기계
033560,블루콤,제조,전기·전자,가전/전자제품
033640,네패스,제조,전기·전자,반도체
033780,KT&G,제조,음식료·담배,음식료
033790,피노,제조,전기·전자,통신장비
033830,티비씨,오락·문화,미디어/엔터,미디어/콘텐츠
033920,무학,제조,음식료·담배,음식료
034020,두산에너빌리티,제조,기계·장비,조선
034120,SBS,오락·문화,미디어/엔터,미디어/콘텐츠
034220,LG디스플레이,제조,전기·전자,전자부품
034230,파라다이스,오락·문화,서비스,레저
034310,NICE,일반서비스,일반서비스,회사 본부 및 경영 컨설팅 서비스
034590,인천도시가스,전기·가스,전기·가스,가스
034730,SK,금융,금융,기타 금융
03473K,SK우,금융,금융,금융
034810,해성산업,금융,금융,기타 금융
03481K,해성산업1우,금융,금융,금융
034830,한국토지신탁,금융,금융,신탁 및 집합투자
034940,조아제약,제조,제약,제약
034950,한국기업평가,일반서비스,일반서비스,기타 사지원 서비스
035000,HS애드,일반서비스,미디어/엔터,광고/마케팅
035080,그래디언트,유통,유통,무점포 소매
035150,백산,제조,화학,플라스틱제품
035200,프럼파스트,제조,화학,플라스틱제품
035250,강원랜드,오락·문화,서비스,레저
035290,골드앤에스,오락·문화,오락·문화,"서적, 잡지 및 기타 인쇄물 출판"
035420,NAVER,IT 서비스,IT서비스,인터넷서비스
035460,기산텔레콤,제조,전기·전자,통신장비
035510,신세계 I&C,IT 서비스,IT서비스,소프트웨어
035600,KG이니시스,서비스,IT서비스,소프트웨어
035610,솔본,일반서비스,일반서비스,회사 본부 및 경영 컨설팅 서비스
035620,바른손이앤에이,오락·문화,미디어/엔터,미디어/콘텐츠
035720,카카오,IT 서비스,IT서비스,인터넷서비스
035760,CJ ENM,오락·문화,미디어/엔터,미디어/콘텐츠
035810,이지홀딩스,제조,음식료·담배,동물용 사료 및 조제식품
035890,서희건설,건설,건설,건설
035900,JYP Ent.,오락·문화,오락·문화,오디오물 출판 및 원판 녹음
036000,예림당,오락·문화,오락·문화,"서적, 잡지 및 기타 인쇄물 출판"
036010,아비코전자,제조,전기·전자,전자부품
036030,케이티알파,유통,유통,상품 중개
036090,위지트,제조,기계·장비,디스플레이
036120,서울평가정보,기타,기타,기타 정보 서비스
036170,에이치엠넥스,제조,전기·전자,반도체
036180,지더블유바이텍,유통,유통,유통
036190,금화피에스시,건설,건설,전기 및 통신 공사
036200,유니셈,제조,기계·장비,반도체
036220,오상헬스케어,제조,의료·정밀기기,의료기기
036420,콘텐트리중앙,오락·문화,미디어/엔터,미디어/콘텐츠
036460,한국가스공사,전기·가스,전기·가스,가스
036480,대성미생물,제조,제약,제약
036530,SNT홀딩스,금융,운송장비·부품,자동차
036540,SFA반도체,제조,전기·전자,반도체
036560,KZ정밀,제조,기계·장비,일반 목적용 기계
036570,엔씨소프트,IT 서비스,IT서비스,소프트웨어
036580,팜스코,제조,음식료·담배,"곡물가공품, 전분 및 전분제품"
036620,감성코퍼레이션,유통,유통,기타 전문 도매
036630,세종텔레콤,건설,건설,미디어/통신
036640,HRS,제조,화학,화학
036670,삼양케이씨아이,제조,화학,기타 화학제품
036690,코맥스,제조,전기·전자,가전/전자제품
036710,심텍홀딩스,일반서비스,전기·전자,반도체
036800,나이스정보통신,기타,기타,전기 통신
036810,에프에스티,제조,전기·전자,전자부품
036830,솔브레인홀딩스,일반서비스,전기·전자,이차전지
036890,진성티이씨,제조,기계·장비,특수 목적용 기계
036930,주성엔지니어링,제조,기계·장비,반도체
037030,파워넷,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
037070,파세코,제조,전기·전자,가정용 기기
037230,한국팩키지,제조,종이·목재,"골판지, 종이 상자 및 종이용기"
037270,YG PLUS,IT 서비스,IT서비스,인터넷서비스
037330,인지디스플레,제조,전기·전자,전자부품
037350,성도이엔지,일반서비스,전기·전자,반도체
037370,EG,제조,화학,화학
037400,우리엔터프라이즈,유통,유통,상품 종합 도매
037440,희림,일반서비스,일반서비스,"건축기술, 엔지니어링 및 관련 기술 서비스"
037460,삼지전자,제조,전기·전자,통신장비
037560,LG헬로비전,오락·문화,미디어/엔터,미디어/콘텐츠
037710,광주신세계,유통,유통,유통
037760,쎄니트,제조,금속,철강
037950,엘컴텍,제조,전기·전자,전자부품
038010,제일테크노스,제조,금속,"구조용 금속제품, 탱크 및 증기발생기"
038060,루멘스,제조,전기·전자,반도체
038070,서린바이오,유통,유통,기타 전문 도매
038110,에코플라스틱,제조,운송장비·부품,자동차부품
038290,마크로젠,일반서비스,건강관리,바이오
038390,레드캡투어,일반서비스,서비스,여행
038460,바이오스마트,제조,전기·전자,전자부품
038500,삼표시멘트,제조,비금속,기타 비금속 광물제품
038530,케이바이오,유통,유통,생활용품 도매
038540,상상인,서비스,IT서비스,소프트웨어
038620,위즈코프,유통,유통,연료 소매
038680,에스넷,서비스,IT서비스,소프트웨어
038870,에코바이오,일반서비스,일반서비스,사시설 유지·관리 서비스
038880,아이에이,제조,전기·전자,전자부품
038950,파인디지털,제조,전기·전자,통신장비
039010,현대에이치티,제조,전기·전자,통신장비
039020,이건홀딩스,제조,종이·목재,제재 및 목재 가공
039030,이오테크닉스,제조,기계·장비,반도체
039130,하나투어,일반서비스,서비스,여행
039200,오스코텍,제조,제약,제약
039240,경남스틸,제조,금속,철강
039290,인포뱅크,기타,기타,기타 정보 서비스
039310,세중,서비스,IT서비스,소프트웨어
039340,한국경제TV,오락·문화,미디어/엔터,미디어/콘텐츠
039420,케이엘넷,기타,기타,전기 통신
039440,에스티아이,제조,기계·장비,특수 목적용 기계
039490,키움증권,금융,증권,증권
039560,다산네트웍스,제조,전기·전자,통신장비
039570,HDC랩스,건설,건설,전기 및 통신 공사
039610,화성밸브,제조,기계·장비,일반 목적용 기계
039740,한국정보공학,유통,유통,기타 전문 도매
039830,오로라,일반서비스,일반서비스,전문디자인
039840,디오,제조,의료·정밀기기,의료기기
039860,나노엔텍,제조,의료·정밀기기,의료기기
039980,폴라리스AI,서비스,IT서비스,소프트웨어
040160,누리플렉스,서비스,IT서비스,소프트웨어
040300,YTN,오락·문화,미디어/엔터,미디어/콘텐츠
040350,크레오에스지,서비스,IT서비스,소프트웨어
040420,정상제이엘에스,일반서비스,일반서비스,일반 교습 학원
040610,SG&G,제조,운송장비·부품,자동차부품
040910,아이씨디,제조,기계·장비,디스플레이
041020,폴라리스오피스,서비스,IT서비스,소프트웨어
041190,우리기술투자,금융,금융,기타 금융
041440,현대에버다임,제조,기계·장비,특수 목적용 기계
041460,한국전자인증,서비스,IT서비스,소프트웨어
041510,에스엠,오락·문화,오락·문화,오디오물 출판 및 원판 녹음
041520,이엘씨,제조,의료·정밀기기,반도체
041590,플래스크,건설,건설,실내건축 및 건축마무리 공사
041650,상신브레이크,제조,운송장비·부품,자동차부품
041830,인바디,제조,의료·정밀기기,의료기기
041910,폴라리스AI파마,제조,제약,제약
041920,메디아나,제조,의료·정밀기기,의료기기
041930,동아화성,제조,화학,고무제품
041960,코미팜,제조,제약,제약
042000,카페24,서비스,IT서비스,인터넷서비스
042040,케이피엠테크,유통,유통,기타 전문 도매
042110,에스씨디,제조,전기·전자,가전/전자제품
042370,비츠로테크,금융,금융,기타 금융
042420,네오위즈홀딩스,서비스,IT서비스,소프트웨어
042500,링네트,서비스,IT서비스,소프트웨어
042510,라온시큐어,서비스,IT서비스,소프트웨어
042520,한스바이오메드,제조,제약,의료용품 및 기타 의약 관련제품
042600,새로닉스,제조,전기·전자,전자부품
042660,한화오션,제조,운송장비·부품,조선
042700,한미반도체,제조,기계·장비,반도체
042940,상지건설,건설,건설,건설
043090,더테크놀로지,유통,유통,기타 전문 도매
043100,알파AI,제조,의료·정밀기기,의료기기
043150,바텍,제조,의료·정밀기기,의료기기
043200,파루,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
043220,티에스넥스젠,제조,기계·장비,특수 목적용 기계
043260,성호전자,제조,전기·전자,전자부품
043340,에쎈테크,제조,기계·장비,일반 목적용 기계
043360,디지아이,제조,전기·전자,컴퓨터 및 주변장치
043370,피에이치에이,제조,운송장비·부품,자동차부품
043590,웰킵스하이텍,제조,전기·전자,반도체
043610,KT지니뮤직,오락·문화,미디어/엔터,미디어/콘텐츠
043650,국순당,제조,음식료·담배,음식료
043710,서울리거,유통,건강관리,제약
043910,자연과환경,제조,비금속,"시멘트, 석회, 플라스터 및 그 제품"
044180,KD,건설,건설,건설
044340,위닉스,제조,전기·전자,가정용 기기
044380,주연테크,제조,전기·전자,컴퓨터 및 주변장치
044450,KSS해운,운송·창고,운송·창고,해운
044480,빌리언스,제조,화학,고무제품
044490,태웅,제조,금속,금속가공
044780,에이치케이,제조,기계·장비,특수 목적용 기계
044820,코스맥스비티아이,금융,생활소비재,화장품
044960,이글벳,유통,유통,기타 전문 도매
044990,에이치엔에스하이텍,제조,전기·전자,전자부품
045060,오공,제조,화학,기타 화학제품
045100,한양이엔지,일반서비스,전기·전자,반도체
045300,성우테크론,제조,전기·전자,전자부품
045340,토탈소프트,서비스,IT서비스,소프트웨어
045390,대아티아이,제조,전기·전자,기타 전기장비
045510,정원엔시스,유통,유통,기계장비 및 관련 물품 도매
045520,크린앤사이언스,제조,기계·장비,일반 목적용 기계
045660,에이텍,제조,전기·전자,컴퓨터 및 주변장치
045970,코아시아,제조,전기·전자,반도체
046070,코다코,제조,운송장비·부품,자동차부품
046120,오르비텍,일반서비스,일반서비스,기타 과학기술 서비스
046210,HLB파나진,제조,제약,의료용품 및 기타 의약 관련제품
046310,백금T&A,제조,전기·전자,통신장비
046390,삼화네트웍스,오락·문화,미디어/엔터,미디어/콘텐츠
046440,KG모빌리언스,서비스,IT서비스,소프트웨어
046890,서울반도체,제조,전기·전자,반도체
046940,우원개발,건설,건설,기반조성 및 시설물 축조관련 전문공사
046970,우리로,유통,전기·전자,반도체
047040,대우건설,건설,건설,건설
047050,포스코인터내셔널,유통,전기·전자,이차전지
047080,한빛소프트,서비스,IT서비스,소프트웨어
047310,파워로직스,제조,전기·전자,이차전지
047400,유니온머티리얼,제조,비금속,"내화, 비내화 요제품"
047560,이스트소프트,서비스,IT서비스,소프트웨어
047770,코데즈컴바인,제조,섬유·의류,섬유/의류
047810,한국항공우주,제조,운송장비·부품,"항공기,우주선 및 부품"
047820,초록뱀미디어,오락·문화,미디어/엔터,미디어/콘텐츠
047920,HLB제약,일반서비스,건강관리,바이오
048410,현대바이오,제조,화학,화장품
048430,유라테크,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
048470,대동스틸,유통,유통,기타 전문 도매
048530,인트론바이오,제조,제약,제약
048550,SM C&C,일반서비스,미디어/엔터,광고/마케팅
048770,TPC,제조,기계·장비,일반 목적용 기계
048830,엔피케이,제조,화학,화학
048870,시너지이노베이션,제조,의료·정밀기기,의료기기
048910,대원미디어,유통,유통,기타 전문 도매
049070,인탑스,제조,전기·전자,가전/전자제품
049080,기가레인,제조,전기·전자,전자부품
049120,파인디앤씨,제조,전기·전자,전자부품
049180,셀루메드,제조,제약,바이오
049430,코메론,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
049470,비트플래닛,서비스,IT서비스,소프트웨어
049480,오픈베이스,서비스,IT서비스,소프트웨어
049520,유아이엘,제조,전기·전자,전자부품
049550,잉크테크,제조,화학,기타 화학제품
049630,재영솔루텍,제조,의료·정밀기기,사진장비 및 광학기기
049720,고려신용정보,일반서비스,일반서비스,기타 사지원 서비스
049800,우진플라임,제조,기계·장비,특수 목적용 기계
049830,승일,제조,금속,금속가공
049950,미래컴퍼니,제조,기계·장비,특수 목적용 기계
049960,쎌바이오텍,제조,제약,바이오
050090,비케이홀딩스,일반서비스,미디어/엔터,광고/마케팅
050110,캠시스,제조,전기·전자,전자부품
050120,ES큐브,유통,유통,생활용품 도매
050760,에스폴리텍,제조,화학,플라스틱제품
050860,아세아텍,제조,기계·장비,특수 목적용 기계
050890,쏠리드,제조,전기·전자,통신장비
050960,수산아이앤티,서비스,IT서비스,소프트웨어
051160,지어소프트,서비스,IT서비스,소프트웨어
051360,토비스,제조,전기·전자,가전/전자제품
051370,인터플렉스,제조,전기·전자,전자부품
051380,피씨디렉트,유통,유통,기계장비 및 관련 물품 도매
051390,YW,유통,유통,상품 종합 도매
051490,나라엠앤디,제조,기계·장비,특수 목적용 기계
051500,CJ프레시웨이,유통,음식료·담배,음식료
051600,한전KPS,건설,건설,전기 및 통신 공사
051630,진양화학,제조,화학,플라스틱제품
051780,큐로홀딩스,유통,음식료·담배,음식료
051900,LG생활건강,제조,화학,화장품
051910,LG화학,제조,화학,화학
051980,중앙첨단소재,제조,전기·전자,통신장비
052020,에스티큐브,유통,전기·전자,전자부품
052220,iMBC,오락·문화,미디어/엔터,미디어/콘텐츠
052260,현대바이오랜드,제조,화학,기타 화학제품
052300,오션인더블유,유통,유통,상품 종합 도매
052330,코텍,제조,전기·전자,가전/전자제품
052400,코나아이,서비스,IT서비스,소프트웨어
052420,오성첨단소재,제조,화학,플라스틱제품
052460,아이크래프트,서비스,IT서비스,소프트웨어
052600,한네트,기타,기타,전기 통신
052690,한전기술,일반서비스,건설,건설
052710,아모텍,제조,전기·전자,전자부품
052770,아이톡시,서비스,IT서비스,소프트웨어
052790,액토즈소프트,서비스,IT서비스,소프트웨어
052860,아이앤씨,제조,전기·전자,반도체
052900,KX하이텍,제조,화학,반도체
053030,바이넥스,제조,제약,제약
053050,지에스이,유틸리티,전기·가스,가스
053060,세동,제조,운송장비·부품,자동차부품
053080,케이엔솔,제조,기계·장비,일반 목적용 기계
053160,프리엠스,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
053210,스카이라이프,오락·문화,미디어/엔터,미디어/콘텐츠
053260,금강철강,제조,금속,철강
053270,구영테크,제조,운송장비·부품,자동차부품
053280,예스24,유통,생활소비재,화장품
053290,NE능률,오락·문화,오락·문화,"서적, 잡지 및 기타 인쇄물 출판"
053300,한국정보인증,서비스,IT서비스,소프트웨어
053350,이니텍,서비스,IT서비스,소프트웨어
053450,세코닉스,제조,의료·정밀기기,사진장비 및 광학기기
053580,웹케시,서비스,IT서비스,소프트웨어
053610,프로텍,제조,기계·장비,특수 목적용 기계
053620,태양,제조,금속,금속가공
053690,한미글로벌,일반서비스,일반서비스,"건축기술, 엔지니어링 및 관련 기술 서비스"
053700,삼보모터스,제조,운송장비·부품,자동차부품
053800,안랩,서비스,IT서비스,소프트웨어
053950,경남제약,제조,제약,제약
053980,오상자이엘,서비스,IT서비스,소프트웨어
054040,한국컴퓨터,제조,전기·전자,전자부품
054050,농우바이오,기타,기타,작물 재배
054090,삼진엘앤디,제조,기타제조,디스플레이
054180,메디콕스,제조,운송장비·부품,조선
054210,이랜텍,제조,전기·전자,전자부품
054220,비츠로시스,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
054300,팬스타엔터프라이즈,제조,기계·장비,일반 목적용 기계
054410,케이피티유,제조,금속,금속가공
054450,텔레칩스,제조,전기·전자,반도체
054540,삼영엠텍,제조,금속,"구조용 금속제품, 탱크 및 증기발생기"
054620,APS,금융,전기·전자,반도체
054670,대한뉴팜,제조,제약,제약
054780,키이스트,오락·문화,미디어/엔터,미디어/콘텐츠
054800,아이디스홀딩스,일반서비스,일반서비스,기타 전문 서비스
054920,한컴위드,서비스,IT서비스,소프트웨어
054930,유신,일반서비스,일반서비스,"건축기술, 엔지니어링 및 관련 기술 서비스"
054940,엑사이엔씨,건설,건설,실내건축 및 건축마무리 공사
054950,제이브이엠,제조,기계·장비,조선
055490,테이팩스,제조,화학,이차전지
055550,신한지주,금융,금융,은행
056080,유진로봇,제조,기계·장비,특수 목적용 기계
056090,시지메드텍,제조,의료·정밀기기,의료기기
056190,에스에프에이,제조,기계·장비,이차전지
056360,코위버,제조,전기·전자,통신장비
056700,신화인터텍,제조,화학,디스플레이
056730,CNT85,건설,건설,건설
057030,YBM넷,일반서비스,일반서비스,교육지원 서비스
057050,현대홈쇼핑,유통,전기·전자,가전/전자제품
057540,옴니시스템,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
057680,티사이언티픽,서비스,IT서비스,소프트웨어
058110,멕아이씨에스,제조,의료·정밀기기,의료기기
058400,KNN,오락·문화,미디어/엔터,미디어/콘텐츠
058430,포스코스틸리온,제조,금속,철강
058450,한주에이알티,오락·문화,미디어/엔터,미디어/콘텐츠
058470,리노공업,제조,전기·전자,전자부품
058610,에스피지,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
058630,엠게임,서비스,IT서비스,소프트웨어
058650,세아홀딩스,제조,금속,철강
058730,다스코,제조,금속,"구조용 금속제품, 탱크 및 증기발생기"
058820,CMG제약,제조,제약,제약
058850,KTcs,IT 서비스,IT 서비스,기타 정보 서비스
058860,KTis,IT 서비스,IT 서비스,기타 정보 서비스
058970,엠로,서비스,IT서비스,소프트웨어
059090,미코,제조,전기·전자,반도체
059100,아이컴포넌트,제조,전기·전자,전자부품
059120,아진엑스텍,제조,전기·전자,반도체
059210,메타바이오메드,제조,제약,의료용품 및 기타 의약 관련제품
059270,해성에어로보틱스,제조,금속,금속가공
060150,인선이엔티,일반서비스,일반서비스,폐기물 처리
060230,제이케이시냅스,제조,화학,기타 화학제품
060240,스타코링크,제조,운송장비·부품,조선
060250,NHN KCP,금융,금융,금융 지원 서비스
060260,뉴보텍,제조,화학,플라스틱제품
060280,큐렉소,유통,유통,기타 상품 전문 소매
060310,3S,제조,의료·정밀기기,반도체
060370,LS마린솔루션,건설,건설,전기 및 통신 공사
060380,동양에스텍,제조,금속,철강
060480,국일신동,제조,금속,비철금속
060540,에스에이티,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
060560,HC홈센타,유통,유통,기타 전문 도매
060570,드림어스컴퍼니,오락·문화,미디어/엔터,미디어/콘텐츠
060590,씨티씨바이오,제조,제약,제약
060720,KH바텍,제조,전기·전자,전자부품
060850,영림원소프트랩,서비스,IT서비스,소프트웨어
060900,에이전트AI,유틸리티,전기·가스,전력
060980,HL홀딩스,금융,운송장비·부품,자동차
061040,알에프텍,제조,전기·전자,통신장비
061090,세나테크놀로지,제조,전기·전자,통신장비
061250,화일약품,제조,제약,제약
061970,LB세미콘,제조,전기·전자,반도체
062040,산일전기,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
062970,한국첨단소재,제조,전기·전자,통신장비
063080,컴투스홀딩스,서비스,IT서비스,소프트웨어
063160,종근당바이오,제조,제약,제약
063170,서울옥션,유통,유통,상품 중개
063440,SM Life Design,제조,출판·매체복제,기록매체 복제
063570,NICE인프라,일반서비스,일반서비스,기타 사지원 서비스
063760,이엘피,제조,의료·정밀기기,디스플레이
064090,인크레더블버즈,유통,유통,상품 종합 도매
064240,홈캐스트,유통,유통,기타 전문 도매
064260,다날,서비스,IT서비스,소프트웨어
064290,인텍플러스,제조,기계·장비,반도체
064350,현대로템,제조,운송장비·부품,조선
064400,LG씨엔에스,IT 서비스,IT서비스,소프트웨어
064480,브리지텍,서비스,IT서비스,소프트웨어
064520,테크엘,제조,전기·전자,반도체
064550,바이오니아,제조,제약,의료용품 및 기타 의약 관련제품
064760,티씨케이,제조,비금속,반도체
064800,포니링크,유통,섬유·의류,섬유/의류
064820,케이프,제조,운송장비·부품,조선
064850,에프앤가이드,기타,기타,기타 정보 서비스
064960,SNT모티브,제조,운송장비·부품,자동차부품
065060,지엔코,제조,섬유·의류,섬유/의류
065130,탑엔지니어링,제조,기계·장비,디스플레이
065150,대산F&B,유통,음식료·담배,음식료
065170,비엘팜텍,유통,음식료·담배,음식료
065350,신성델타테크,제조,전기·전자,디스플레이
065370,위세아이텍,서비스,IT서비스,소프트웨어
065420,에스아이리소스,제조,화학,기타 화학제품
065440,이루온,서비스,IT서비스,소프트웨어
065450,빅텍,제조,의료·정밀기기,"측정, 시험, 항해, 제어 및 기타 정밀기기; 광학기기 제외"
065500,오리엔트정공,제조,운송장비·부품,자동차부품
065510,휴비츠,제조,의료·정밀기기,의료기기
065530,와이어블,제조,전기·전자,통신장비
065570,삼영이엔씨,제조,전기·전자,통신장비
065650,하이퍼코퍼레이션,유통,유통,기계장비 및 관련 물품 도매
065660,안트로젠,유통,건강관리,바이오
065680,우주일렉트로,제조,전기·전자,전자부품
065690,파커스,제조,화학,고무제품
065710,서호전기,제조,전기·전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치"
065770,CS,제조,전기·전자,통신장비
065950,웰크론,제조,섬유·의류,직물직조 및 직물제품
066130,하츠,제조,전기·전자,가정용 기기
066310,큐에스아이,제조,전기·전자,반도체
066360,체리부로,제조,음식료·담배,"도축, 육류 가공 및 저장 처리"
066410,버킷스튜디오,기타,기타,전기 통신
066430,아이로보틱스,유통,유통,기타 전문 도매
066570,LG전자,제조,전기·전자,디스플레이
066590,우수AMS,제조,운송장비·부품,자동차부품
066620,국보디자인,건설,건설,실내건축 및 건축마무리 공사
066670,디티씨,제조,전기·전자,전자부품
066700,테라젠이텍스,제조,제약,제약
066790,씨씨에스,오락·문화,미디어/엔터,미디어/콘텐츠
066900,디에이피,제조,전기·전자,전자부품
066910,손오공,유통,유통,기타 전문 도매
